locus_id	target	gene_id	context	dist_bp	topo_hops	orientation	effect	copy_number
locus_8f52834c	ISEc24_IS3_IS51	HG941718.1_1376166_1376751	UPSTREAM	2649	0	same strand	NONE	1.0
locus_8f52834c	ISEc24_IS3_IS51	HG941718.1_1372163_1372250	DOWNSTREAM	37	0	opposite strand	NONE	1.0
locus_8f52834c	ISEc24_IS3_IS51	HG941718.1_1371834_1372005	DOWNSTREAM	282	0	opposite strand	NONE	1.0
locus_8f52834c	ISEc24_IS3_IS51	HG941718.1_1371448_1371700	DOWNSTREAM	587	0	opposite strand	NONE	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1417331_1418537	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1418661_1421337	UPSTREAM	40	0	same strand	NONE	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1421813_1422461	UPSTREAM	3192	0	opposite strand	NONE	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1422618_1422780	UPSTREAM	3997	0	same strand	NONE	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1416586_1417204	DOWNSTREAM	434	0	opposite strand	NONE	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1416074_1416203	DOWNSTREAM	1435	0	same strand	NONE	1.0
locus_aaf9c7b0	IS4_IS4_IS4	HG941718.1_1415569_1415983	DOWNSTREAM	1655	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1479579_1480038	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1480173_1481694	INSIDE	0	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1481705_1482455	INSIDE	0	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1476038_1479512	UPSTREAM	447	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1475743_1475812	UPSTREAM	4147	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1475177_1475696	UPSTREAM	4263	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1482654_1482765	DOWNSTREAM	114	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1482916_1485823	DOWNSTREAM	376	0	same strand	NONE	1.0
locus_6456a194	ISEc12_IS21_unknown	HG941718.1_1485838_1486366	DOWNSTREAM	3298	0	same strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1647672_1648809	INSIDE	0	0	same strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1647073_1647193	UPSTREAM	335	0	same strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1645361_1646861	UPSTREAM	667	0	opposite strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1644187_1645249	UPSTREAM	2279	0	same strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1648879_1649449	DOWNSTREAM	60	0	opposite strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1649623_1650469	DOWNSTREAM	804	0	same strand	NONE	1.0
locus_087bebaf	ISEc1_ISAs1_unknown	HG941718.1_1650564_1651458	DOWNSTREAM	1745	0	opposite strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1997599_1998202	INSIDE	0	0	same strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1998256_1998355	INSIDE	0	0	opposite strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1998426_1998948	INSIDE	0	0	same strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1999057_2000068	UPSTREAM	58	0	same strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_2000076_2000688	UPSTREAM	1077	0	same strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_2000718_2000796	UPSTREAM	1719	0	opposite strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1996659_1997406	DOWNSTREAM	161	0	opposite strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1995868_1996624	DOWNSTREAM	943	0	opposite strand	NONE	1.0
locus_d1840a12	IS1397_IS3_IS150	HG941718.1_1994857_1995844	DOWNSTREAM	1723	0	same strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2103358_2103856	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2103938_2104037	INSIDE	0	0	opposite strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2104065_2104614	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2104621_2104705	UPSTREAM	175	0	opposite strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2105195_2105444	UPSTREAM	749	0	opposite strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2105577_2106129	UPSTREAM	1131	0	same strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2103049_2103250	DOWNSTREAM	532	0	opposite strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2101814_2103020	DOWNSTREAM	762	0	opposite strand	NONE	1.0
locus_eca3dcd3	IS609_IS200/IS605_IS605	HG941718.1_2101214_2101631	DOWNSTREAM	2151	0	same strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2135397_2136000	INSIDE	0	0	same strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2136054_2136153	INSIDE	0	0	opposite strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2136224_2136746	INSIDE	0	0	same strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2137006_2137657	UPSTREAM	209	0	opposite strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2138043_2138196	UPSTREAM	1246	0	same strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2138465_2138642	UPSTREAM	1668	0	opposite strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2134678_2135314	DOWNSTREAM	51	0	opposite strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2133673_2134678	DOWNSTREAM	687	0	opposite strand	NONE	1.0
locus_df2b5688	IS1397_IS3_IS150	HG941718.1_2133151_2133565	DOWNSTREAM	1800	0	opposite strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2140033_2142442	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2142532_2142991	INSIDE	0	0	same strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2143187_2143787	UPSTREAM	55	0	same strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2143854_2147250	UPSTREAM	722	0	same strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2147310_2147775	UPSTREAM	4178	0	same strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2139752_2139983	DOWNSTREAM	2440	0	same strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2139038_2139743	DOWNSTREAM	2680	0	same strand	NONE	1.0
locus_ca5f9350	IS200C_IS200/IS605_IS200	HG941718.1_2138740_2139028	DOWNSTREAM	3395	0	same strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2244184_2244286	INSIDE	0	0	opposite strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2244334_2245192	INSIDE	0	0	same strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2245323_2245575	INSIDE	0	0	opposite strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2245997_2246387	UPSTREAM	209	0	same strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2246395_2246797	UPSTREAM	607	0	same strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2246962_2247532	UPSTREAM	1174	0	same strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2243916_2244036	DOWNSTREAM	30	0	opposite strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2243722_2243836	DOWNSTREAM	230	0	same strand	NONE	1.0
locus_fefad62c	ISEc38_ISL3_unknown	HG941718.1_2242648_2243683	DOWNSTREAM	383	0	opposite strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2249111_2250308	INSIDE	0	0	same strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2248646_2248880	UPSTREAM	0	0	opposite strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2248512_2248596	UPSTREAM	284	0	same strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2248171_2248348	UPSTREAM	532	0	opposite strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2250431_2250710	DOWNSTREAM	92	0	same strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2250797_2251406	DOWNSTREAM	458	0	same strand	NONE	1.0
locus_21f7a1e5	ISEc20_IS110_unknown	HG941718.1_2251540_2251633	DOWNSTREAM	1201	0	opposite strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2252290_2252422	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2252431_2253121	INSIDE	0	0	same strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2253123_2254146	INSIDE	0	0	same strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2254198_2254471	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2254776_2254914	UPSTREAM	544	0	opposite strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2255643_2256816	UPSTREAM	1411	0	opposite strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2256880_2257117	UPSTREAM	2648	0	opposite strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2252147_2252282	DOWNSTREAM	83	0	opposite strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2251879_2252095	DOWNSTREAM	270	0	opposite strand	NONE	1.0
locus_b9dc3ad9	IS100kyp_IS21_unknown	HG941718.1_2251692_2251785	DOWNSTREAM	580	0	opposite strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2263744_2265904	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2265918_2266344	INSIDE	0	0	same strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2266394_2266691	INSIDE	0	0	same strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2266721_2268335	INSIDE	0	0	same strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2263633_2263717	UPSTREAM	2116	0	opposite strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2263092_2263527	UPSTREAM	2306	0	same strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2262719_2262794	UPSTREAM	3039	0	same strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2268397_2268550	DOWNSTREAM	32	0	opposite strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2268666_2269572	DOWNSTREAM	301	0	same strand	NONE	1.0
locus_59e03ff8	ISEc23_IS66_unknown	HG941718.1_2269580_2270639	DOWNSTREAM	1215	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2270666_2271188	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2271323_2272844	INSIDE	0	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2272855_2273605	INSIDE	0	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2269580_2270639	UPSTREAM	470	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2268666_2269572	UPSTREAM	1537	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2268397_2268550	UPSTREAM	2559	0	opposite strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2273699_2274038	DOWNSTREAM	9	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2274053_2274464	DOWNSTREAM	363	0	same strand	NONE	1.0
locus_e9220850	ISEc12_IS21_unknown	HG941718.1_2274684_2275503	DOWNSTREAM	994	0	same strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2284951_2285410	INSIDE	0	0	same strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2285626_2286985	UPSTREAM	75	0	same strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2287251_2288181	UPSTREAM	1700	0	same strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2288226_2289051	UPSTREAM	2675	0	same strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2283413_2284841	DOWNSTREAM	1	0	opposite strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2282038_2283211	DOWNSTREAM	1631	0	same strand	NONE	1.0
locus_9203da2d	IS200C_IS200/IS605_IS200	HG941718.1_2281446_2281920	DOWNSTREAM	2922	0	same strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2384729_2385107	INSIDE	0	0	same strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2385178_2385394	INSIDE	0	0	opposite strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2385460_2386087	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2386102_2388583	UPSTREAM	620	0	same strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2388598_2389273	UPSTREAM	3116	0	same strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2389353_2389896	UPSTREAM	3871	0	same strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2384275_2384572	DOWNSTREAM	142	0	same strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2383675_2384194	DOWNSTREAM	520	0	opposite strand	NONE	1.0
locus_e15cd752	IS1R_IS1_unknown	HG941718.1_2382812_2383637	DOWNSTREAM	1077	0	opposite strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3110277_3111900	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3112061_3113582	INSIDE	0	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3113593_3114343	INSIDE	0	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3114393_3116196	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3109006_3110221	UPSTREAM	1626	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3108485_3108929	UPSTREAM	2918	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3107774_3108377	UPSTREAM	3470	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3116200_3117799	DOWNSTREAM	1772	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3117804_3119223	DOWNSTREAM	3376	0	same strand	NONE	1.0
locus_6aa4d7b7	ISEc12_IS21_unknown	HG941718.1_3119266_3119638	DOWNSTREAM	4838	0	same strand	NONE	1.0
locus_128e2985	MITEEc1_IS630_unknown	HG941718.1_3237499_3238663	UPSTREAM	63	0	same strand	NONE	1.0
locus_128e2985	MITEEc1_IS630_unknown	HG941718.1_3238712_3239732	UPSTREAM	1276	0	same strand	NONE	1.0
locus_128e2985	MITEEc1_IS630_unknown	HG941718.1_3240103_3240535	UPSTREAM	2667	0	opposite strand	NONE	1.0
locus_128e2985	MITEEc1_IS630_unknown	HG941718.1_3236206_3237286	DOWNSTREAM	28	0	same strand	NONE	1.0
locus_128e2985	MITEEc1_IS630_unknown	HG941718.1_3235155_3236016	DOWNSTREAM	1298	0	same strand	NONE	1.0
locus_128e2985	MITEEc1_IS630_unknown	HG941718.1_3234381_3235017	DOWNSTREAM	2297	0	same strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3288145_3288358	INSIDE	0	0	same strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3288368_3288872	INSIDE	0	0	same strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3287787_3288018	UPSTREAM	101	0	same strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3286601_3287645	UPSTREAM	474	0	same strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3286469_3286580	UPSTREAM	1539	0	opposite strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3289338_3289854	DOWNSTREAM	451	0	opposite strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3290003_3290129	DOWNSTREAM	1116	0	same strand	NONE	1.0
locus_705bd071	IS1A_IS1_unknown	HG941718.1_3290161_3290665	DOWNSTREAM	1274	0	opposite strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3290161_3290665	INSIDE	0	0	same strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3290700_3290826	INSIDE	0	0	opposite strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3290887_3291157	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3291236_3291338	UPSTREAM	322	0	same strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3291869_3291977	UPSTREAM	955	0	same strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3292381_3292615	UPSTREAM	1467	0	opposite strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3290003_3290129	DOWNSTREAM	17	0	opposite strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3289338_3289854	DOWNSTREAM	292	0	same strand	NONE	1.0
locus_d91902ae	IS1A_IS1_unknown	HG941718.1_3288368_3288872	DOWNSTREAM	1274	0	opposite strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3293265_3293877	INSIDE	0	0	same strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3293880_3293994	INSIDE	0	0	opposite strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3294065_3294392	INSIDE	0	0	same strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3294664_3294841	UPSTREAM	218	0	same strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3295131_3295878	UPSTREAM	685	0	same strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3295934_3296003	UPSTREAM	1488	0	opposite strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3292734_3292968	DOWNSTREAM	168	0	opposite strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3292381_3292615	DOWNSTREAM	521	0	opposite strand	NONE	1.0
locus_0dc18da6	IS1203_IS3_IS51	HG941718.1_3291869_3291977	DOWNSTREAM	1159	0	same strand	NONE	1.0
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3295131_3295878	INSIDE	0	0	same strand	NONE	1.0
