locus_id	target	gene_id	context	dist_bp	topo_hops	orientation	effect	copy_number
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1245026_1_79	INSIDE	0	0	same strand	NONE	2.0
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1244664_4570_5221	UPSTREAM	320	1	opposite strand	NONE	2.0
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1244664_4346_4484	UPSTREAM	1057	1	same strand	NONE	2.0
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1244664_4031_4184	UPSTREAM	1357	1	same strand	NONE	2.0
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1245026_272_1019	DOWNSTREAM	161	0	opposite strand	NONE	2.0
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1245026_1054_1810	DOWNSTREAM	943	0	opposite strand	NONE	2.0
locus_split_54bcffe0	IS1397_IS3_IS150_stitched	1245026_1834_2821	DOWNSTREAM	1723	0	same strand	NONE	2.0
locus_split_ca127735	ISEc8_IS66_unknown_stitched	1236644_0_147	INSIDE	0	0	same strand	NONE	2.0
locus_split_ca127735	ISEc8_IS66_unknown_stitched	1236644_196_490	INSIDE	0	0	same strand	NONE	2.0
locus_split_ca127735	ISEc8_IS66_unknown_stitched	1236644_540_942	INSIDE	0	0	same strand	NONE	2.0
locus_split_ca127735	ISEc8_IS66_unknown_stitched	1235120_0_363	INSIDE	0	0	same strand	NONE	2.0
locus_split_ca127735	ISEc8_IS66_unknown_stitched	1125059_2_221	INSIDE	0	0	opposite strand	NONE	2.0
locus_split_ca127735	ISEc8_IS66_unknown_stitched	1240608_0_192	INSIDE	0	0	same strand	NONE	2.0
locus_fed3d05e	IS1G_IS1_unknown	1171599_2_173	INSIDE	0	0	opposite strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1203713_199_292	UPSTREAM	3	1	opposite strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1203713_2_83	UPSTREAM	212	1	same strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1245046_512122_512206	UPSTREAM	1	1	same strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1242046_28_220	UPSTREAM	323	2	same strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1245138_99_444	DOWNSTREAM	99	1	opposite strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1245136_1_181	DOWNSTREAM	1	1	opposite strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1245136_225_444	DOWNSTREAM	225	1	opposite strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1208153_0_267	DOWNSTREAM	447	2	opposite strand	NONE	3.0
locus_fed3d05e	IS1G_IS1_unknown	1245038_99340_99433	DOWNSTREAM	732	3	opposite strand	NONE	3.0
locus_0d529dcf	IS1A_IS1_unknown	1208153_0_267	INSIDE	0	0	same strand	NONE	3.0
locus_0d529dcf	IS1A_IS1_unknown	1245038_98886_99339	DOWNSTREAM	97	1	same strand	NONE	3.0
locus_0d529dcf	IS1A_IS1_unknown	1245038_98286_98805	DOWNSTREAM	631	1	opposite strand	NONE	3.0
locus_0d529dcf	IS1A_IS1_unknown	1236016_1227_1353	DOWNSTREAM	128	1	opposite strand	NONE	3.0
locus_0d529dcf	IS1A_IS1_unknown	1227142_12_144	DOWNSTREAM	99438	2	same strand	NONE	3.0
locus_2e4214af	IS200C_IS200/IS605_IS200	1221552_0_495	INSIDE	0	0	same strand	NONE	1.0
locus_8a601bea	IS1F_IS1_unknown	1236482_2_266	INSIDE	0	0	same strand	NONE	2.0
locus_8a601bea	IS1F_IS1_unknown	1245106_18576_18642	UPSTREAM	3	1	opposite strand	NONE	2.0
locus_8a601bea	IS1F_IS1_unknown	1245106_18249_18561	UPSTREAM	84	1	same strand	NONE	2.0
locus_8a601bea	IS1F_IS1_unknown	1245106_17791_18130	UPSTREAM	515	1	same strand	NONE	2.0
locus_c82124b1	IS200C_IS200/IS605_IS200	1241860_1_493	INSIDE	0	0	same strand	NONE	1.0
locus_9d6146b9	IS30_IS30_unknown	1242602_125_1277	INSIDE	0	0	same strand	NONE	1.0
locus_9d6146b9	IS30_IS30_unknown	1242602_1298_1439	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_9d6146b9	IS30_IS30_unknown	1242602_2_80	DOWNSTREAM	38	0	opposite strand	NONE	1.0
locus_9d6146b9	IS30_IS30_unknown	1243758_1_889	DOWNSTREAM	119	1	opposite strand	NONE	1.0
locus_9d6146b9	IS30_IS30_unknown	1245048_14919_15024	DOWNSTREAM	1013	2	opposite strand	NONE	1.0
locus_1e767991	ISEc22_IS66_unknown	1243212_180_1233	INSIDE	0	0	same strand	NONE	1.0
locus_1e767991	ISEc22_IS66_unknown	1240608_0_192	UPSTREAM	0	1	same strand	NONE	1.0
locus_1e767991	ISEc22_IS66_unknown	1243212_1_112	DOWNSTREAM	31	0	same strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_17022_17184	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_17186_17891	INSIDE	0	0	same strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_16332_16593	UPSTREAM	548	0	opposite strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_15730_16291	UPSTREAM	850	0	opposite strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_15262_15691	UPSTREAM	1450	0	opposite strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_18181_18358	DOWNSTREAM	262	0	same strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_18432_18540	DOWNSTREAM	513	0	same strand	NONE	1.0
locus_7b780535	ISKox3_ISL3_unknown	1243600_18630_18927	DOWNSTREAM	711	0	same strand	NONE	1.0
locus_ec5ddd16	ISSd1_IS3_IS3	1243758_1_889	INSIDE	0	0	same strand	NONE	2.0
locus_ec5ddd16	ISSd1_IS3_IS3	1245048_14094_14771	DOWNSTREAM	254	1	same strand	NONE	2.0
locus_ec5ddd16	ISSd1_IS3_IS3	1245048_12809_14039	DOWNSTREAM	986	1	opposite strand	NONE	2.0
locus_ec5ddd16	ISSd1_IS3_IS3	1242486_785_890	DOWNSTREAM	1	1	same strand	NONE	2.0
locus_259311b9	ISEc8_IS66_unknown	1244320_0_903	INSIDE	0	0	same strand	NONE	1.0
locus_259311b9	ISEc8_IS66_unknown	1244320_1031_1139	DOWNSTREAM	91	0	same strand	NONE	1.0
locus_259311b9	ISEc8_IS66_unknown	1244320_1141_2515	DOWNSTREAM	201	0	opposite strand	NONE	1.0
locus_259311b9	ISEc8_IS66_unknown	1244320_2518_2593	DOWNSTREAM	1578	0	same strand	NONE	1.0
locus_e632c97c	IS1F_IS1_unknown	1244320_3072_3282	INSIDE	0	0	same strand	NONE	1.0
locus_e632c97c	IS1F_IS1_unknown	1244320_3282_3393	INSIDE	0	0	same strand	NONE	1.0
locus_e632c97c	IS1F_IS1_unknown	1244320_2878_2998	DOWNSTREAM	59	0	opposite strand	NONE	1.0
locus_e632c97c	IS1F_IS1_unknown	1244320_2518_2593	DOWNSTREAM	464	0	opposite strand	NONE	1.0
locus_e632c97c	IS1F_IS1_unknown	1244320_1141_2515	DOWNSTREAM	542	0	same strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_11528_11771	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_11797_12820	INSIDE	0	0	same strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_12822_13512	INSIDE	0	0	same strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_13521_13653	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_11008_11101	UPSTREAM	610	0	same strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_10300_10456	UPSTREAM	1255	0	same strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_9127_10273	UPSTREAM	1438	0	opposite strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_13709_13799	DOWNSTREAM	131	0	same strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_13848_14064	DOWNSTREAM	270	0	opposite strand	NONE	1.0
locus_2f46537c	IS100kyp_IS21_unknown	1244402_14089_14281	DOWNSTREAM	511	0	same strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_15635_16832	INSIDE	0	0	same strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_16914_17004	INSIDE	0	0	opposite strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_17063_17297	UPSTREAM	0	0	opposite strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_17595_17772	UPSTREAM	532	0	opposite strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_18011_18212	UPSTREAM	948	0	same strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_15233_15512	DOWNSTREAM	92	0	same strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_14537_15146	DOWNSTREAM	458	0	same strand	NONE	1.0
locus_62a51c2b	ISEc20_IS110_unknown	1244402_14310_14403	DOWNSTREAM	1201	0	opposite strand	NONE	1.0
locus_f94f42a7	ISEc52_IS3_IS3	1244434_0_249	INSIDE	0	0	same strand	NONE	2.0
locus_f94f42a7	ISEc52_IS3_IS3	1244434_275_578	INSIDE	0	0	same strand	NONE	2.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244458_2_182	INSIDE	0	0	same strand	NONE	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244458_192_717	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244458_724_808	UPSTREAM	175	0	opposite strand	NONE	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244458_873_1671	UPSTREAM	324	0	same strand	NONE	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244458_1680_2232	UPSTREAM	1131	0	same strand	NONE	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	832167_1_112	DOWNSTREAM	1	1	opposite strand	NONE	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244570_54357_55500	DOWNSTREAM	118	2	opposite strand	NONE	1.0
locus_5f718e8b	IS609_IS200/IS605_IS605	1244570_53350_54235	DOWNSTREAM	1383	2	same strand	NONE	1.0
locus_bac50728	IS609_IS200/IS605_IS605	1244570_54357_55500	INSIDE	0	0	same strand	NONE	1.0
locus_bac50728	IS609_IS200/IS605_IS605	1244570_53350_54235	DOWNSTREAM	79	0	opposite strand	NONE	1.0
locus_bac50728	IS609_IS200/IS605_IS605	1244570_52930_53332	DOWNSTREAM	982	0	opposite strand	NONE	1.0
locus_bac50728	IS609_IS200/IS605_IS605	1244570_52251_52920	DOWNSTREAM	1394	0	opposite strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_66142_66661	INSIDE	0	0	same strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_66679_67900	INSIDE	0	0	same strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_65635_65995	UPSTREAM	48	0	opposite strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_64561_65158	UPSTREAM	885	0	opposite strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_63534_64083	UPSTREAM	1960	0	opposite strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_68105_68237	DOWNSTREAM	177	0	same strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_68388_68784	DOWNSTREAM	460	0	same strand	NONE	1.0
locus_893c92d3	ISEc53_ISL3_unknown	1244638_69065_69212	DOWNSTREAM	1137	0	opposite strand	NONE	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_1060_1693	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_1815_2199	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_2514_3102	UPSTREAM	318	0	same strand	NONE	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_3114_4146	UPSTREAM	918	0	same strand	NONE	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_4152_4740	UPSTREAM	1956	0	same strand	NONE	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_357_903	DOWNSTREAM	179	0	opposite strand	NONE	1.0
locus_e39e091d	ISEc49_IS66_unknown	1244656_0_300	DOWNSTREAM	782	0	same strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_2514_3102	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_3114_4146	INSIDE	0	0	same strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_4152_4740	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_5087_5267	UPSTREAM	654	0	opposite strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_5481_6009	UPSTREAM	1048	0	same strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_6227_6401	UPSTREAM	1794	0	same strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_1815_2199	DOWNSTREAM	322	0	same strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_1060_1693	DOWNSTREAM	828	0	same strand	NONE	1.0
locus_d12b7f42	ISEc49_IS66_unknown	1244656_357_903	DOWNSTREAM	1618	0	opposite strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_11889_12567	INSIDE	0	0	same strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_12620_12914	INSIDE	0	0	same strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_12933_14505	INSIDE	0	0	same strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_10988_11294	UPSTREAM	542	0	opposite strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_9888_10686	UPSTREAM	1150	0	opposite strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_7266_9825	UPSTREAM	2011	0	opposite strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_14651_14843	DOWNSTREAM	116	0	opposite strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_14919_15147	DOWNSTREAM	384	0	same strand	NONE	1.0
locus_5fc5740c	ISCro1_IS66_unknown	1244656_15209_15278	DOWNSTREAM	674	0	same strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_15875_16637	INSIDE	0	0	same strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_16672_17845	INSIDE	0	0	same strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_17931_18486	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_18545_21395	UPSTREAM	599	0	same strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_21488_22049	UPSTREAM	3542	0	same strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_22147_22405	UPSTREAM	4201	0	opposite strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_15409_15805	DOWNSTREAM	10	0	same strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_15209_15278	DOWNSTREAM	537	0	opposite strand	NONE	1.0
locus_3dc6a8b8	IS21_IS21_unknown	1244656_14919_15147	DOWNSTREAM	668	0	opposite strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1244674_143_1244	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_08546a49	IS682_IS66_unknown	1244674_1274_1571	INSIDE	0	0	same strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1244674_1621_2047	INSIDE	0	0	same strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1244674_2074_2278	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_08546a49	IS682_IS66_unknown	1244674_2317_2515	UPSTREAM	181	0	opposite strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1244674_2707_3625	UPSTREAM	571	0	opposite strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1244674_3658_4228	UPSTREAM	1522	0	opposite strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1235120_0_363	DOWNSTREAM	145	1	opposite strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1234604_2_221	DOWNSTREAM	511	2	opposite strand	NONE	1.0
locus_08546a49	IS682_IS66_unknown	1125059_2_221	DOWNSTREAM	511	2	opposite strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_11760_12126	INSIDE	0	0	same strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_12149_12989	INSIDE	0	0	same strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_10619_11609	UPSTREAM	60	0	same strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_9788_10523	UPSTREAM	1146	0	opposite strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_8829_9753	UPSTREAM	1916	0	same strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_13199_13304	DOWNSTREAM	199	0	opposite strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_13488_15579	DOWNSTREAM	488	0	same strand	NONE	1.0
locus_0bacd195	IS2_IS3_IS2	1244674_15812_16037	DOWNSTREAM	2812	0	same strand	NONE	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_18801_19005	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_19014_19437	INSIDE	0	0	same strand	NONE	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_19509_20049	INSIDE	0	0	same strand	NONE	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_20085_20547	INSIDE	0	0	same strand	NONE	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_18296_18719	DOWNSTREAM	264	0	same strand	NONE	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_18059_18236	DOWNSTREAM	747	0	opposite strand	NONE	1.0
locus_33c58d3a	ISEch14_IS3_IS150	1244674_17693_17924	DOWNSTREAM	1059	0	same strand	NONE	1.0
locus_1ce60bc5	ISEc23_IS66_unknown	1244700_0_438	INSIDE	0	0	same strand	NONE	3.0
locus_1ce60bc5	ISEc23_IS66_unknown	1244700_468_765	INSIDE	0	0	same strand	NONE	3.0
locus_1ce60bc5	ISEc23_IS66_unknown	1244700_815_1241	INSIDE	0	0	same strand	NONE	3.0
locus_94d07119	IS1F_IS1_unknown	1244706_2_323	INSIDE	0	0	same strand	NONE	1.0
locus_94d07119	IS1F_IS1_unknown	1244706_920_3302	DOWNSTREAM	582	0	opposite strand	NONE	1.0
locus_94d07119	IS1F_IS1_unknown	1244706_3316_4618	DOWNSTREAM	2978	0	opposite strand	NONE	1.0
locus_94d07119	IS1F_IS1_unknown	1244706_4879_5950	DOWNSTREAM	4541	0	same strand	NONE	1.0
locus_95ec83cb	ISEc12_IS21_unknown	1244742_87_834	INSIDE	0	0	same strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	1244742_848_2369	INSIDE	0	0	same strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	46145_27_111	UPSTREAM	1	1	opposite strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	1243278_58_1681	UPSTREAM	58	1	same strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	1243278_1737_2952	UPSTREAM	1737	1	same strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	1240840_118_457	DOWNSTREAM	120	1	opposite strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	1240840_472_883	DOWNSTREAM	474	1	opposite strand	NONE	4.0
locus_95ec83cb	ISEc12_IS21_unknown	1240840_1103_1478	DOWNSTREAM	1105	1	opposite strand	NONE	4.0
locus_12a4a607	ISEc23_IS66_unknown	1244816_2_1133	INSIDE	0	0	same strand	NONE	3.0
locus_12a4a607	ISEc23_IS66_unknown	1176191_31_181	DOWNSTREAM	1	1	same strand	NONE	3.0
locus_12a4a607	ISEc23_IS66_unknown	1243458_2884_3034	DOWNSTREAM	1	1	same strand	NONE	3.0
locus_12a4a607	ISEc23_IS66_unknown	1243458_2549_2825	DOWNSTREAM	210	1	same strand	NONE	3.0
locus_12a4a607	ISEc23_IS66_unknown	1243328_66_579	DOWNSTREAM	248	2	opposite strand	NONE	3.0
locus_12a4a607	ISEc23_IS66_unknown	1243328_631_2350	DOWNSTREAM	813	2	opposite strand	NONE	3.0
locus_13bc4d54	IS1203_IS3_IS51	1244936_114_915	INSIDE	0	0	same strand	NONE	1.0
locus_13bc4d54	IS1203_IS3_IS51	1244936_967_1048	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_13bc4d54	IS1203_IS3_IS51	1244936_1229_1379	DOWNSTREAM	185	0	same strand	NONE	1.0
locus_13bc4d54	IS1203_IS3_IS51	1244936_1565_1799	DOWNSTREAM	521	0	opposite strand	NONE	1.0
locus_13bc4d54	IS1203_IS3_IS51	1244936_1835_2009	DOWNSTREAM	791	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_5948_7448	INSIDE	0	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_7639_8200	INSIDE	0	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_5664_5760	UPSTREAM	95	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_5444_5600	UPSTREAM	255	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_4203_4959	UPSTREAM	896	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_8825_9809	DOWNSTREAM	561	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_9880_11029	DOWNSTREAM	1616	0	same strand	NONE	1.0
locus_6cb6c784	ISEc10_IS21_unknown	1244994_11052_12729	DOWNSTREAM	2788	0	same strand	NONE	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_71590_72175	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_70998_71316	UPSTREAM	109	0	same strand	NONE	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_69917_70994	UPSTREAM	431	0	same strand	NONE	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_69592_69886	UPSTREAM	1539	0	same strand	NONE	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_72312_74970	DOWNSTREAM	193	0	same strand	NONE	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_74975_75179	DOWNSTREAM	2856	0	same strand	NONE	1.0
locus_e759ef68	ISCfr4_IS30_unknown	1245002_75192_76362	DOWNSTREAM	3073	0	same strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_78117_78834	INSIDE	0	0	same strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_78968_79253	INSIDE	0	0	same strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_79363_80539	UPSTREAM	51	0	same strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_80753_81845	UPSTREAM	1441	0	same strand	NONE	1.0
