transcript	chromStart	chromEnd	name	repeats	synonyms	Buffer_10	Buffer_15	Buffer_25	Buffer_50	category	truth_name	truth_idx	score	strand	buffer
HG941718.1	1480173	1481694	ISEc23	1		FP	FP	FP	FP	wrong_name	ISEc12	5.0			100
HG941718.1	1481705	1482455	ISEc23	1		FP	FP	FP	FP	wrong_name	ISEc12	5.0			100
HG941718.1	1647672	1648809	ISEc23	2		FP	FP	FP	FP	wrong_name	ISEc1	6.0			100
HG941718.1	1648879	1649449	ISEc23	2		FP	FP	FP	FP	wrong_name	ISEc1	6.0			100
HG941718.1	1997599	1998202	ISEc23	3		FP	FP	FP	FP	wrong_name	IS1397	7.0			100
HG941718.1	1998256	1998355	ISEc23	3		FP	FP	FP	FP	wrong_name	IS1397	7.0			100
HG941718.1	1998426	1998948	ISEc23	3		FP	FP	FP	FP	wrong_name	IS1397	7.0			100
HG941718.1	1999057	2000068	ISEc23	3		FP	FP	FP	FP	wrong_name	IS1397	7.0			100
HG941718.1	2103358	2103856	ISEc10	1		FP	FP	FP	FP	wrong_name	IS609	8.0			100
HG941718.1	2103938	2104037	ISEc10	1		FP	FP	FP	FP	wrong_name	IS609	8.0			100
HG941718.1	2104065	2104614	ISEc10	1		FP	FP	FP	FP	wrong_name	IS609	8.0			100
HG941718.1	2135397	2136000	ISEc8	2		FP	FP	FP	FP	wrong_name	IS1397	9.0			100
HG941718.1	2136054	2136153	ISEc8	2		FP	FP	FP	FP	wrong_name	IS1397	9.0			100
HG941718.1	2136224	2136746	ISEc8	2		FP	FP	FP	FP	wrong_name	IS1397	9.0			100
HG941718.1	2134678	2135314	ISEc8	2		FP	FP	FP	FP	wrong_name	IS1397	9.0			100
HG941718.1	2140033	2142442	IS21	2	['IS640']	FP	FP	FP	FP	wrong_name	IS200C	10.0			100
HG941718.1	2142532	2142991	IS21	2	['IS640']	FP	FP	FP	FP	wrong_name	IS200C	10.0			100
HG941718.1	2143187	2143787	IS21	2	['IS640']	FP	FP	FP	FP	wrong_name	IS200C	10.0			100
HG941718.1	2244184	2244286	ISEc53	1		FP	FP	FP	FP	wrong_name	ISEc38	11.0			100
HG941718.1	2244334	2245192	ISEc53	1		FP	FP	FP	FP	wrong_name	ISEc38	11.0			100
HG941718.1	2245323	2245575	ISEc53	1		FP	FP	FP	FP	wrong_name	ISEc38	11.0			100
HG941718.1	2243916	2244036	ISEc53	1		FP	FP	FP	FP	wrong_name	ISEc38	11.0			100
HG941718.1	2249111	2250308	IS100kyp	1	['IS100']	FP	FP	FP	FP	wrong_name	ISEc20	12.0			100
HG941718.1	2250431	2250710	IS100kyp	1	['IS100']	FP	FP	FP	FP	wrong_name	ISEc20	12.0			100
HG941718.1	2248646	2248880	IS100kyp	1	['IS100']	FP	FP	FP	FP	wrong_name	ISEc20	12.0			100
HG941718.1	2252290	2252422	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	wrong_name	IS100kyp	13.0			100
HG941718.1	2252431	2253121	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	wrong_name	IS100kyp	13.0			100
HG941718.1	2253123	2254146	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	wrong_name	IS100kyp	13.0			100
HG941718.1	2254198	2254471	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	wrong_name	IS100kyp	13.0			100
HG941718.1	2252147	2252282	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	wrong_name	IS100kyp	13.0			100
HG941718.1	2263744	2265904	ISEc38	1		FP	FP	FP	FP	wrong_name	ISEc23	14.0			100
HG941718.1	2265918	2266344	ISEc38	1		FP	FP	FP	FP	wrong_name	ISEc23	14.0			100
HG941718.1	2266394	2266691	ISEc38	1		FP	FP	FP	FP	wrong_name	ISEc23	14.0			100
HG941718.1	2266721	2268335	ISEc38	1		FP	FP	FP	FP	wrong_name	ISEc23	14.0			100
HG941718.1	2268397	2268550	ISEc38	1		FP	FP	FP	FP	wrong_name	ISEc23	14.0			100
HG941718.1	2270666	2271188	ISEc20	1		FP	FP	FP	FP	wrong_name	ISEc12	15.0			100
HG941718.1	2271323	2272844	ISEc20	1		FP	FP	FP	FP	wrong_name	ISEc12	15.0			100
HG941718.1	2272855	2273605	ISEc20	1		FP	FP	FP	FP	wrong_name	ISEc12	15.0			100
HG941718.1	2268397	2268550	ISEc20	1		FP	FP	FP	FP	wrong_name	ISEc23	14.0			100
HG941718.1	2273699	2274038	ISEc20	1		FP	FP	FP	FP	wrong_name	ISEc12	15.0			100
HG941718.1	2284951	2285410	IS1397	1		FP	FP	FP	FP	wrong_name	IS200C	16.0			100
HG941718.1	2285626	2286985	IS1397	1		FP	FP	FP	FP	wrong_name	IS200C	16.0			100
HG941718.1	2283413	2284841	IS1397	1		FP	FP	FP	FP	wrong_name	IS200C	16.0			100
HG941718.1	2384729	2385107	IS1397	2		FP	FP	FP	FP	wrong_name	IS1A	17.0			100
HG941718.1	2385178	2385394	IS1397	2		FP	FP	FP	FP	wrong_name	IS1A	17.0			100
HG941718.1	2385460	2386087	IS1397	2		FP	FP	FP	FP	wrong_name	IS1A	17.0			100
HG941718.1	3110277	3111900	IS609	1		FP	FP	FP	FP	wrong_name	ISEc12	18.0			100
HG941718.1	3112061	3113582	IS609	1		FP	FP	FP	FP	wrong_name	ISEc12	18.0			100
HG941718.1	3113593	3114343	IS609	1		FP	FP	FP	FP	wrong_name	ISEc12	18.0			100
HG941718.1	3114393	3116196	IS609	1		FP	FP	FP	FP	wrong_name	ISEc12	18.0			100
HG941718.1	3236206	3237286	ISEc22	1		FP	FP	FP	FP	wrong_name	MITEEc1	19.0			100
HG941718.1	3237499	3238663	ISEc22	1		FP	FP	FP	FP	wrong_name	MITEEc1	19.0			100
HG941718.1	3288145	3288358	ISEc52	1		FP	FP	FP	FP	wrong_name	IS1A	20.0			100
HG941718.1	3288368	3288872	ISEc52	1		FP	FP	FP	FP	wrong_name	IS1A	20.0			100
HG941718.1	3290003	3290129	ISEc52	1		FP	FP	FP	FP	wrong_name	IS1A	21.0			100
HG941718.1	3290161	3290665	ISEc52	1		FP	FP	FP	FP	wrong_name	IS1A	21.0			100
HG941718.1	3290161	3290665	ISEc52	2		FP	FP	FP	FP	wrong_name	IS1A	21.0			100
HG941718.1	3290700	3290826	ISEc52	2		FP	FP	FP	FP	wrong_name	IS1A	21.0			100
HG941718.1	3290887	3291157	ISEc52	2		FP	FP	FP	FP	wrong_name	IS1A	21.0			100
HG941718.1	3290003	3290129	ISEc52	2		FP	FP	FP	FP	wrong_name	IS1A	21.0			100
HG941718.1	3288368	3288872	ISEc52	2		FP	FP	FP	FP	wrong_name	IS1A	20.0			100
HG941718.1	3293265	3293877	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	IS1203	22.0			100
HG941718.1	3293880	3293994	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	IS1203	22.0			100
HG941718.1	3294065	3294392	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	IS1203	22.0			100
HG941718.1	3295131	3295878	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	ISKox3	23.0			100
HG941718.1	3295934	3296003	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	ISKox3	23.0			100
HG941718.1	3295131	3295878	ISEc24	1		FP	FP	FP	FP	wrong_name	ISKox3	23.0			100
HG941718.1	3295934	3296003	ISEc24	1		FP	FP	FP	FP	wrong_name	ISKox3	23.0			100
HG941718.1	3294065	3294392	ISEc24	1		FP	FP	FP	FP	wrong_name	IS1203	22.0			100
HG941718.1	3293880	3293994	ISEc24	1		FP	FP	FP	FP	wrong_name	IS1203	22.0			100
HG941718.1	3315271	3315727	IS30	1	['IS30H']	FP	FP	FP	FP	wrong_name	ISSd1	25.0			100
HG941718.1	3316142	3316604	IS30	1	['IS30H']	FP	FP	FP	FP	wrong_name	ISEch14	26.0			100
HG941718.1	3316640	3317180	IS30	1	['IS30H']	FP	FP	FP	FP	wrong_name	ISEch14	26.0			100
HG941718.1	3316142	3316604	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	wrong_name	ISEch14	26.0			100
HG941718.1	3316640	3317180	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	wrong_name	ISEch14	26.0			100
HG941718.1	3317252	3317675	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	wrong_name	ISEch14	26.0			100
HG941718.1	3317684	3317888	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	wrong_name	ISEch14	26.0			100
HG941718.1	3315271	3315727	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	wrong_name	ISSd1	25.0			100
HG941718.1	3314441	3315260	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	wrong_name	IS30	24.0			100
HG941718.1	3336689	3338081	IS1203	1	['IS3411']	FP	FP	FP	FP	wrong_name	ISEc22	29.0			100
HG941718.1	3335445	3336546	IS1203	1	['IS3411']	FP	FP	FP	FP	wrong_name	IS682	28.0			100
HG941718.1	3335118	3335415	IS1203	1	['IS3411']	FP	FP	FP	FP	wrong_name	IS682	28.0			100
HG941718.1	3334642	3335068	IS1203	1	['IS3411']	FP	FP	FP	FP	wrong_name	IS682	28.0			100
HG941718.1	3360619	3362119	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	ISEc10	30.0			100
HG941718.1	3362310	3362871	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	ISEc10	30.0			100
HG941718.1	3360335	3360431	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	wrong_name	ISEc10	30.0			100
HG941718.1	3558437	3558740	IS4	1		FP	FP	FP	FP	wrong_name	ISEc52	31.0			100
HG941718.1	3558766	3559585	IS4	1		FP	FP	FP	FP	wrong_name	ISEc52	31.0			100
HG941718.1	3559612	3560071	IS4	1		FP	FP	FP	FP	wrong_name	ISEc52	31.0			100
HG941718.1	3557486	3558320	IS4	1		FP	FP	FP	FP	wrong_name	ISEc52	31.0			100
HG941718.1	3820356	3821565	IS1R	1	['IS1G']	FP	FP	FP	FP	wrong_name	IS609	32.0			100
HG941718.1	3821587	3821788	IS1R	1	['IS1G']	FP	FP	FP	FP	wrong_name	IS609	32.0			100
HG941718.1	3821867	3823592	IS1R	1	['IS1G']	FP	FP	FP	FP	wrong_name	IS609	32.0			100
HG941718.1	3819349	3820234	IS1R	1	['IS1G']	FP	FP	FP	FP	wrong_name	IS609	32.0			100
HG941718.1	4140093	4140489	IS1A	1	['IS1SD']	FP	FP	FP	FP	wrong_name	IS1F	33.0			100
HG941718.1	4140515	4140791	IS1A	1	['IS1SD']	FP	FP	FP	FP	wrong_name	IS1F	33.0			100
HG941718.1	4140819	4141131	IS1A	1	['IS1SD']	FP	FP	FP	FP	wrong_name	IS1F	33.0			100
HG941718.1	4159649	4160195	IS1A	2	['IS1SD']	FP	FP	FP	FP	wrong_name	IS629	35.0			100
HG941718.1	4159265	4159592	IS1A	2	['IS1SD']	FP	FP	FP	FP	wrong_name	IS629	35.0			100
HG941718.1	4159080	4159194	IS1A	2	['IS1SD']	FP	FP	FP	FP	wrong_name	IS629	35.0			100
HG941718.1	4159649	4160195	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	wrong_name	IS629	35.0			100
HG941718.1	4171181	4171859	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	wrong_name	ISCro1	36.0			100
HG941718.1	4171912	4172206	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	wrong_name	ISCro1	36.0			100
HG941718.1	4172225	4173797	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	wrong_name	ISCro1	36.0			100
HG941718.1	4175167	4175929	ISEc52	3		FP	FP	FP	FP	wrong_name	IS21	37.0			100
HG941718.1	4175964	4177137	ISEc52	3		FP	FP	FP	FP	wrong_name	IS21	37.0			100
HG941718.1	4177223	4177778	ISEc52	3		FP	FP	FP	FP	wrong_name	IS21	37.0			100
HG941718.1	4174701	4175097	ISEc52	3		FP	FP	FP	FP	wrong_name	IS21	37.0			100
HG941718.1	4924931	4925120	ISEc49	1		FP	FP	FP	FP	wrong_name	ISEc23	38.0			100
HG941718.1	4925173	4925599	ISEc49	1		FP	FP	FP	FP	wrong_name	ISEc23	38.0			100
HG941718.1	4925649	4925946	ISEc49	1		FP	FP	FP	FP	wrong_name	ISEc23	38.0			100
HG941718.1	4925976	4927590	ISEc49	1		FP	FP	FP	FP	wrong_name	ISEc23	38.0			100
HG941718.1	4937618	4938881	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	wrong_name	ISEc9	39.0			100
HG941718.1	4939086	4940067	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	wrong_name	IS5	40.0			100
HG941718.1	4940068	4940200	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	wrong_name	IS5	40.0			100
HG941718.1	4935995	4937339	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	wrong_name	ISEc9	39.0			100
HG941718.1	4942429	4943143	ISEch14	1		FP	FP	FP	FP	wrong_name	IS600	41.0			100
HG941718.1	4943283	4943586	ISEch14	1		FP	FP	FP	FP	wrong_name	IS600	41.0			100
HG941718.1	4943601	4944198	ISEch14	1		FP	FP	FP	FP	wrong_name	IS600	41.0			100
HG941718.1	4944363	4944777	ISEch14	1		FP	FP	FP	FP	wrong_name	ISEc52	42.0			100
HG941718.1	4953061	4953142	IS609	2		FP	FP	FP	FP	wrong_name	IS1F	43.0			100
HG941718.1	4953170	4953446	IS609	2		FP	FP	FP	FP	wrong_name	IS1F	43.0			100
HG941718.1	4953490	4953658	IS609	2		FP	FP	FP	FP	wrong_name	IS1F	43.0			100
HG941718.1	4953658	4953868	IS609	2		FP	FP	FP	FP	wrong_name	IS1F	43.0			100
HG941718.1	4956037	4957423	ISEc49	2		FP	FP	FP	FP	wrong_name	ISEc8	44.0			100
HG941718.1	4957472	4957766	ISEc49	2		FP	FP	FP	FP	wrong_name	ISEc8	44.0			100
HG941718.1	4957816	4958197	ISEc49	2		FP	FP	FP	FP	wrong_name	ISEc8	44.0			100
HG941718.1	4955883	4955952	ISEc49	2		FP	FP	FP	FP	wrong_name	ISEc8	44.0			100
HG941718.1	4971626	4971881	ISCfr4	1		FP	FP	FP	FP	wrong_name	ISEc12	45.0			100
HG941718.1	4972042	4973563	ISCfr4	1		FP	FP	FP	FP	wrong_name	ISEc12	45.0			100
HG941718.1	4973574	4974324	ISCfr4	1		FP	FP	FP	FP	wrong_name	ISEc12	45.0			100
HG941718.1	4974433	4974547	ISCfr4	1		FP	FP	FP	FP	wrong_name	ISEc12	45.0			100
HG941718.1	5007374	5008193	MITEEc1	1		FP	FP	FP	FP	wrong_name	ISEc52	47.0			100
HG941718.1	5008219	5008522	MITEEc1	1		FP	FP	FP	FP	wrong_name	ISEc52	47.0			100
HG941718.1	5008647	5009691	MITEEc1	1		FP	FP	FP	FP	wrong_name	ISEc52	47.0			100
HG941718.1	5007190	5007343	MITEEc1	1		FP	FP	FP	FP	wrong_name	ISEc52	47.0			100
HG941718.1	5014841	5016062	MITEEc1	2		FP	FP	FP	FP	wrong_name	ISEc53	48.0			100
HG941718.1	5016080	5016599	MITEEc1	2		FP	FP	FP	FP	wrong_name	ISEc53	48.0			100
HG941718.1	5016746	5017106	MITEEc1	2		FP	FP	FP	FP	wrong_name	ISEc53	48.0			100
HG941719.1	33776	36305	ISEc23	4		FP	FP	FP	FP	wrong_name	IS26	49.0			100
HG941719.1	36339	37056	ISEc23	4		FP	FP	FP	FP	wrong_name	IS26	49.0			100
HG941719.1	37299	38562	ISEc23	4		FP	FP	FP	FP	wrong_name	IS26	50.0			100
HG941719.1	38749	38980	ISEc23	4		FP	FP	FP	FP	wrong_name	IS26	50.0			100
HG941719.1	43346	43481	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	wrong_name	IS26	51.0			100
HG941719.1	43486	44203	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	wrong_name	IS26	51.0			100
HG941719.1	40836	43344	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	wrong_name	IS26	51.0			100
HG941719.1	44300	44612	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	wrong_name	IS26	51.0			100
HG941719.1	66956	67232	IS26	1	['IS15DIV']	FP	FP	FP	FP	wrong_name	IS1R	52.0			100
HG941719.1	67276	67654	IS26	1	['IS15DIV']	FP	FP	FP	FP	wrong_name	IS1R	52.0			100
HG941719.1	67686	68160	IS26	1	['IS15DIV']	FP	FP	FP	FP	wrong_name	IS1R	52.0			100
HG941719.1	93963	94758	IS26	4	['IS15DIV']	FP	FP	FP	FP	wrong_name	IS6100	55.0			100
HG941719.1	94776	94878	IS26	4	['IS15DIV']	FP	FP	FP	FP	wrong_name	IS6100	55.0			100
HG941719.1	131288	132902	IS1R	2	['IS1G']	FP	FP	FP	FP	wrong_name	ISEc23	60.0			100
HG941719.1	132932	133229	IS1R	2	['IS1G']	FP	FP	FP	FP	wrong_name	ISEc23	60.0			100
HG941719.1	133279	133705	IS1R	2	['IS1G']	FP	FP	FP	FP	wrong_name	ISEc23	60.0			100
HG941719.1	131155	131233	IS1R	2	['IS1G']	FP	FP	FP	FP	wrong_name	ISEc23	60.0			100
HG941719.1	133862	134918	IS1R	2	['IS1G']	FP	FP	FP	FP	wrong_name	ISEc23	60.0			100
HG941719.1	134951	135464	IS1R	2	['IS1G']	FP	FP	FP	FP	FP					100
HG941718.1	2238980	2239202	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	2239328	2239445	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	3334275	3334437	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	3334009	3334210	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	3333064	3333982	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	2239640	2240855	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	2240868	2241627	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	2241680	2242646	IS682	1		FP	FP	FP	FP	FP					100
HG941718.1	4954027	4954138	IS629	1	['IS3411', 'IS3411L', 'IS3411R']	FP	FP	FP	FP	FP					100
HG941718.1	4160352	4160985	IS629	1	['IS3411', 'IS3411L', 'IS3411R']	FP	FP	FP	FP	FP					100
HG941718.1	4161107	4161491	IS629	1	['IS3411', 'IS3411L', 'IS3411R']	FP	FP	FP	FP	FP					100
HG941718.1	4915805	4916081	ISEc8	1		FP	FP	FP	FP	FP					100
HG941718.1	3315775	3315871	ISEc8	1		FP	FP	FP	FP	FP					100
HG941718.1	4916194	4916410	ISEc8	1		FP	FP	FP	FP	FP					100
HG941718.1	4916874	4917639	ISEc8	1		FP	FP	FP	FP	FP					100
HG941718.1	4917774	4917855	ISEc8	1		FP	FP	FP	FP	FP					100
HG941718.1	2251879	2252095	IS21	1	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2251692	2251785	IS21	1	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2251540	2251633	IS21	1	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2254776	2254914	IS21	1	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2255643	2256816	IS21	1	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2256880	2257117	IS21	1	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	232497	233208	ISEc12	1		FP	FP	FP	FP	FP					100
HG941718.1	232265	232484	ISEc12	1		FP	FP	FP	FP	FP					100
HG941718.1	232160	232244	ISEc12	1		FP	FP	FP	FP	FP					100
HG941718.1	236362	236491	ISEc12	1		FP	FP	FP	FP	FP					100
HG941718.1	236780	238499	ISEc12	1		FP	FP	FP	FP	FP					100
HG941718.1	238609	239119	ISEc12	1		FP	FP	FP	FP	FP					100
HG941718.1	812337	813390	ISEc12	2		FP	FP	FP	FP	FP					100
HG941718.1	811200	812154	ISEc12	2		FP	FP	FP	FP	FP					100
HG941718.1	817483	818767	ISEc12	2		FP	FP	FP	FP	FP					100
HG941718.1	818918	819395	ISEc12	2		FP	FP	FP	FP	FP					100
HG941718.1	1364122	1365199	ISEc12	3		FP	FP	FP	FP	FP					100
HG941718.1	1363797	1364091	ISEc12	3		FP	FP	FP	FP	FP					100
HG941718.1	1369180	1369384	ISEc12	3		FP	FP	FP	FP	FP					100
HG941718.1	1369397	1370567	ISEc12	3		FP	FP	FP	FP	FP					100
HG941718.1	1371834	1372005	ISEc12	4		FP	FP	FP	FP	FP					100
HG941718.1	1371448	1371700	ISEc12	4		FP	FP	FP	FP	FP					100
HG941718.1	1374958	1376050	ISEc12	4		FP	FP	FP	FP	FP					100
HG941718.1	1376166	1376751	ISEc12	4		FP	FP	FP	FP	FP					100
HG941718.1	1416586	1417204	ISCro1	1		FP	FP	FP	FP	FP					100
HG941718.1	1416074	1416203	ISCro1	1		FP	FP	FP	FP	FP					100
HG941718.1	1415569	1415983	ISCro1	1		FP	FP	FP	FP	FP					100
HG941718.1	1421813	1422461	ISCro1	1		FP	FP	FP	FP	FP					100
HG941718.1	1422618	1422780	ISCro1	1		FP	FP	FP	FP	FP					100
HG941718.1	1476038	1479512	ISEc23	1		FP	FP	FP	FP	FP					100
HG941718.1	1475743	1475812	ISEc23	1		FP	FP	FP	FP	FP					100
HG941718.1	1475177	1475696	ISEc23	1		FP	FP	FP	FP	FP					100
