label	locus_id	target	num_segments	is_stitched
sorted	locus_30f023ad	ISEcp1_IS1380_unknown	1	False
sorted	locus_6d0b6728	IS600_IS3_IS3	1	False
sorted	locus_2e8f6a12	ISEc52_IS3_IS3	1	False
sorted	locus_fb9cee7c	MITEEc1_IS630_unknown	1	False
sorted	locus_457954d0	ISEc38_ISL3_unknown	1	False
sorted	locus_cc507406	ISEc23_IS66_unknown	1	False
sorted	locus_c8201538	IS2_IS3_IS2	1	False
sorted	locus_cb98a676	ISEc52_IS3_IS3	1	False
sorted	locus_e9fda34f	ISEc52_IS3_IS3	1	False
sorted	locus_f3e2e5af	ISEc47_IS66_unknown	1	False
sorted	locus_7a5210ac	IS200C_IS200/IS605_IS200	1	False
sorted	locus_69ec6086	ISEc1_ISAs1_unknown	1	False
sorted	locus_69feff25	ISEc8_IS66_unknown	1	False
sorted	locus_7550b938	IS629_IS3_IS51	1	False
sorted	locus_b8b5e5db	IS1F_IS1_unknown	1	False
sorted	locus_0fb1bc62	ISEc13_IS4_IS50	1	False
sorted	locus_1467e875	ISLad1_IS3_IS3	1	False
sorted	locus_c811cff9	ISEc8_IS66_unknown	1	False
sorted	locus_8f6fbbe1	IS682_IS66_unknown	1	False
sorted	locus_4be93bb0	ISEc49_IS66_unknown	1	False
sorted	locus_ce16ad6c	ISEc23_IS66_unknown	1	False
sorted	locus_3e700cd7	IS1B_IS1_unknown	1	False
sorted	locus_3eb266dc	IS1G_IS1_unknown	1	False
