locus_id	target	gene_id	context	dist_bp	topo_hops	orientation	effect	fractional_depth
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_234615_236229	INSIDE	0	0	same strand	NONE	1.0
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_232497_233208	UPSTREAM	519	0	same strand	NONE	1.0
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_232265_232484	UPSTREAM	1243	0	same strand	NONE	1.0
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_232160_232244	UPSTREAM	1483	0	opposite strand	NONE	1.0
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_236362_236491	DOWNSTREAM	103	0	same strand	NONE	1.0
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_236780_238499	DOWNSTREAM	521	0	opposite strand	NONE	1.0
locus_89ff5215	ISEc12_IS21_unknown	HG941718.1_238609_239119	DOWNSTREAM	2350	0	opposite strand	NONE	1.0
locus_ace6c954	ISEc12_IS21_unknown	HG941718.1_813465_814899	UPSTREAM	3	0	same strand	NONE	1.0
locus_ace6c954	ISEc12_IS21_unknown	HG941718.1_812337_813390	UPSTREAM	1512	0	same strand	NONE	1.0
locus_ace6c954	ISEc12_IS21_unknown	HG941718.1_811200_812154	UPSTREAM	2748	0	opposite strand	NONE	1.0
locus_ace6c954	ISEc12_IS21_unknown	HG941718.1_815081_817343	DOWNSTREAM	56	0	same strand	NONE	1.0
locus_ace6c954	ISEc12_IS21_unknown	HG941718.1_817483_818767	DOWNSTREAM	2458	0	opposite strand	NONE	1.0
locus_ace6c954	ISEc12_IS21_unknown	HG941718.1_818918_819395	DOWNSTREAM	3893	0	opposite strand	NONE	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1365822_1366380	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1365203_1365521	UPSTREAM	109	0	same strand	NONE	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1364122_1365199	UPSTREAM	431	0	same strand	NONE	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1363797_1364091	UPSTREAM	1539	0	same strand	NONE	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1366517_1369175	DOWNSTREAM	193	0	same strand	NONE	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1369180_1369384	DOWNSTREAM	2856	0	same strand	NONE	1.0
locus_83bca014	ISEc12_IS21_unknown	HG941718.1_1369397_1370567	DOWNSTREAM	3073	0	same strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1372322_1373039	INSIDE	0	0	opposite strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1373173_1373458	INSIDE	0	0	opposite strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1372163_1372250	UPSTREAM	37	0	same strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1371834_1372005	UPSTREAM	282	0	same strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1371448_1371700	UPSTREAM	587	0	same strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1373568_1374744	DOWNSTREAM	51	0	opposite strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1374958_1376050	DOWNSTREAM	1441	0	opposite strand	NONE	1.0
locus_d2ad6b5e	ISEc12_IS21_unknown	HG941718.1_1376166_1376751	DOWNSTREAM	2649	0	opposite strand	NONE	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1417331_1418537	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1416586_1417204	UPSTREAM	434	0	same strand	NONE	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1416074_1416203	UPSTREAM	1435	0	opposite strand	NONE	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1415569_1415983	UPSTREAM	1655	0	opposite strand	NONE	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1418661_1421337	DOWNSTREAM	40	0	opposite strand	NONE	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1421813_1422461	DOWNSTREAM	3192	0	same strand	NONE	1.0
locus_c015fb75	ISCro1_IS66_unknown	HG941718.1_1422618_1422780	DOWNSTREAM	3997	0	opposite strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1479579_1480038	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1480173_1481694	INSIDE	0	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1481705_1482455	INSIDE	0	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1476038_1479512	UPSTREAM	447	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1475743_1475812	UPSTREAM	4147	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1475177_1475696	UPSTREAM	4263	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1482654_1482765	DOWNSTREAM	114	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1482916_1485823	DOWNSTREAM	376	0	same strand	NONE	1.0
locus_04bc5d2c	ISEc23_IS66_unknown	HG941718.1_1485838_1486366	DOWNSTREAM	3298	0	same strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1647672_1648809	INSIDE	0	0	same strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1647073_1647193	UPSTREAM	335	0	same strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1645361_1646861	UPSTREAM	667	0	opposite strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1644187_1645249	UPSTREAM	2279	0	same strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1648879_1649449	DOWNSTREAM	60	0	opposite strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1649623_1650469	DOWNSTREAM	804	0	same strand	NONE	1.0
locus_82c1a5da	ISEc23_IS66_unknown	HG941718.1_1650564_1651458	DOWNSTREAM	1745	0	opposite strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1997599_1998202	INSIDE	0	0	opposite strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1998256_1998355	INSIDE	0	0	same strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1998426_1998948	INSIDE	0	0	opposite strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1996659_1997406	UPSTREAM	161	0	same strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1995868_1996624	UPSTREAM	943	0	same strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1994857_1995844	UPSTREAM	1723	0	opposite strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_1999057_2000068	DOWNSTREAM	58	0	opposite strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_2000076_2000688	DOWNSTREAM	1077	0	opposite strand	NONE	1.0
locus_0a57a259	ISEc23_IS66_unknown	HG941718.1_2000718_2000796	DOWNSTREAM	1719	0	same strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2103358_2103856	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2103938_2104037	INSIDE	0	0	same strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2104065_2104614	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2103049_2103250	UPSTREAM	532	0	same strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2101814_2103020	UPSTREAM	762	0	same strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2101214_2101631	UPSTREAM	2151	0	opposite strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2104621_2104705	DOWNSTREAM	175	0	same strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2105195_2105444	DOWNSTREAM	749	0	same strand	NONE	1.0
locus_61e7be09	ISEc10_IS21_unknown	HG941718.1_2105577_2106129	DOWNSTREAM	1131	0	opposite strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2135397_2136000	INSIDE	0	0	same strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2136054_2136153	INSIDE	0	0	opposite strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2136224_2136746	INSIDE	0	0	same strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2137006_2137657	UPSTREAM	209	0	opposite strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2138043_2138196	UPSTREAM	1246	0	same strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2138465_2138642	UPSTREAM	1668	0	opposite strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2134678_2135314	DOWNSTREAM	51	0	opposite strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2133673_2134678	DOWNSTREAM	687	0	opposite strand	NONE	1.0
locus_38c3f0cc	ISEc8_IS66_unknown	HG941718.1_2133151_2133565	DOWNSTREAM	1800	0	opposite strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2140033_2142442	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2142532_2142991	INSIDE	0	0	same strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2143187_2143787	UPSTREAM	55	0	same strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2143854_2147250	UPSTREAM	722	0	same strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2147310_2147775	UPSTREAM	4178	0	same strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2139752_2139983	DOWNSTREAM	2440	0	same strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2139038_2139743	DOWNSTREAM	2680	0	same strand	NONE	1.0
locus_747af9bd	IS21_IS21_unknown	HG941718.1_2138740_2139028	DOWNSTREAM	3395	0	same strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2244184_2244286	INSIDE	0	0	opposite strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2244334_2245192	INSIDE	0	0	same strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2245323_2245575	INSIDE	0	0	opposite strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2245997_2246387	UPSTREAM	209	0	same strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2246395_2246797	UPSTREAM	607	0	same strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2246962_2247532	UPSTREAM	1174	0	same strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2243916_2244036	DOWNSTREAM	30	0	opposite strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2243722_2243836	DOWNSTREAM	230	0	same strand	NONE	1.0
locus_98f20479	ISEc53_ISL3_unknown	HG941718.1_2242648_2243683	DOWNSTREAM	383	0	opposite strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2249111_2250308	INSIDE	0	0	opposite strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2250431_2250710	UPSTREAM	92	0	opposite strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2250797_2251406	UPSTREAM	458	0	opposite strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2251540_2251633	UPSTREAM	1201	0	same strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2248646_2248880	DOWNSTREAM	0	0	same strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2248512_2248596	DOWNSTREAM	284	0	opposite strand	NONE	1.0
locus_5bfd9b9d	IS100kyp_IS21_unknown	HG941718.1_2248171_2248348	DOWNSTREAM	532	0	same strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2252290_2252422	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2252431_2253121	INSIDE	0	0	opposite strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2253123_2254146	INSIDE	0	0	opposite strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2254198_2254471	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2252147_2252282	UPSTREAM	83	0	same strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2251879_2252095	UPSTREAM	270	0	same strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2251692_2251785	UPSTREAM	580	0	same strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2254776_2254914	DOWNSTREAM	544	0	same strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2255643_2256816	DOWNSTREAM	1411	0	same strand	NONE	1.0
locus_306fafef	ISEcp1_IS1380_unknown	HG941718.1_2256880_2257117	DOWNSTREAM	2648	0	same strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2263744_2265904	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2265918_2266344	INSIDE	0	0	opposite strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2266394_2266691	INSIDE	0	0	opposite strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2266721_2268335	INSIDE	0	0	opposite strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2268397_2268550	UPSTREAM	32	0	same strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2268666_2269572	UPSTREAM	301	0	opposite strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2269580_2270639	UPSTREAM	1215	0	opposite strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2263633_2263717	DOWNSTREAM	2116	0	same strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2263092_2263527	DOWNSTREAM	2306	0	opposite strand	NONE	1.0
locus_92cb33a6	ISEc38_ISL3_unknown	HG941718.1_2262719_2262794	DOWNSTREAM	3039	0	opposite strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2270666_2271188	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2271323_2272844	INSIDE	0	0	same strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2272855_2273605	INSIDE	0	0	same strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2269580_2270639	UPSTREAM	470	0	same strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2268666_2269572	UPSTREAM	1537	0	same strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2268397_2268550	UPSTREAM	2559	0	opposite strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2273699_2274038	DOWNSTREAM	9	0	same strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2274053_2274464	DOWNSTREAM	363	0	same strand	NONE	1.0
locus_3c78d9c6	ISEc20_IS110_unknown	HG941718.1_2274684_2275503	DOWNSTREAM	994	0	same strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2284951_2285410	INSIDE	0	0	same strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2285626_2286985	UPSTREAM	75	0	same strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2287251_2288181	UPSTREAM	1700	0	same strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2288226_2289051	UPSTREAM	2675	0	same strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2283413_2284841	DOWNSTREAM	1	0	opposite strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2282038_2283211	DOWNSTREAM	1631	0	same strand	NONE	1.0
locus_72973d65	IS1397_IS3_IS150	HG941718.1_2281446_2281920	DOWNSTREAM	2922	0	same strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2384729_2385107	INSIDE	0	0	same strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2385178_2385394	INSIDE	0	0	opposite strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2385460_2386087	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2386102_2388583	UPSTREAM	620	0	same strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2388598_2389273	UPSTREAM	3116	0	same strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2389353_2389896	UPSTREAM	3871	0	same strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2384275_2384572	DOWNSTREAM	142	0	same strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2383675_2384194	DOWNSTREAM	520	0	opposite strand	NONE	1.0
locus_b4c2610e	IS1397_IS3_IS150	HG941718.1_2382812_2383637	DOWNSTREAM	1077	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3110277_3111900	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3112061_3113582	INSIDE	0	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3113593_3114343	INSIDE	0	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3114393_3116196	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3116200_3117799	UPSTREAM	1772	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3117804_3119223	UPSTREAM	3376	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3119266_3119638	UPSTREAM	4838	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3109006_3110221	DOWNSTREAM	1626	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3108485_3108929	DOWNSTREAM	2918	0	opposite strand	NONE	1.0
locus_5c5da43f	IS609_IS200/IS605_IS605	HG941718.1_3107774_3108377	DOWNSTREAM	3470	0	opposite strand	NONE	1.0
locus_88fde6ca	ISEc22_IS66_unknown	HG941718.1_3236206_3237286	UPSTREAM	28	0	opposite strand	NONE	1.0
locus_88fde6ca	ISEc22_IS66_unknown	HG941718.1_3235155_3236016	UPSTREAM	1298	0	opposite strand	NONE	1.0
locus_88fde6ca	ISEc22_IS66_unknown	HG941718.1_3234381_3235017	UPSTREAM	2297	0	opposite strand	NONE	1.0
locus_88fde6ca	ISEc22_IS66_unknown	HG941718.1_3237499_3238663	DOWNSTREAM	63	0	opposite strand	NONE	1.0
locus_88fde6ca	ISEc22_IS66_unknown	HG941718.1_3238712_3239732	DOWNSTREAM	1276	0	opposite strand	NONE	1.0
locus_88fde6ca	ISEc22_IS66_unknown	HG941718.1_3240103_3240535	DOWNSTREAM	2667	0	same strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3288145_3288358	INSIDE	0	0	opposite strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3288368_3288872	INSIDE	0	0	opposite strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3289338_3289854	UPSTREAM	451	0	same strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3290003_3290129	UPSTREAM	1116	0	opposite strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3290161_3290665	UPSTREAM	1274	0	same strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3287787_3288018	DOWNSTREAM	101	0	opposite strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3286601_3287645	DOWNSTREAM	474	0	opposite strand	NONE	1.0
locus_ee1e0a30	ISEc52_IS3_IS3	HG941718.1_3286469_3286580	DOWNSTREAM	1539	0	same strand	NONE	1.0
