label	locus_id	target	num_segments	is_stitched
sorted	locus_b3200245	IS609_IS200/IS605_IS605	1	False
sorted	locus_93298ca7	IS609_IS200/IS605_IS605	1	False
sorted	locus_7fdff303	IS609_IS200/IS605_IS605	1	False
sorted	locus_05498e03	ISEc53_ISL3_unknown	1	False
sorted	locus_57baf698	ISEc52_IS3_IS3	1	False
sorted	locus_0d682741	ISCro1_IS66_unknown	1	False
sorted	locus_e73d7f36	IS21_IS21_unknown	1	False
sorted	locus_804fd4f3	ISEc49_IS66_unknown	1	False
sorted	locus_6fe1e35a	ISEc43_IS66_unknown	1	False
sorted	locus_1a5e01ee	ISEc49_IS66_unknown	1	False
sorted	locus_f1f53b69	IS629_IS3_IS51	1	False
sorted	locus_7f115058	IS1397_IS3_IS150	1	False
sorted	locus_c0e84ceb	IS682_IS66_unknown	1	False
sorted	locus_f33925f0	ISEch14_IS3_IS150	1	False
sorted	locus_57ac9b53	ISEc45_IS110_IS1111	1	False
sorted	locus_43777d5e	ISEc83_IS66_unknown	1	False
sorted	locus_f7adea7c	ISEc8_IS66_unknown	1	False
sorted	locus_3728bc54	ISEc23_IS66_unknown	1	False
sorted	locus_ae25e56c	ISEc12_IS21_unknown	1	False
sorted	locus_6c6dbcc9	ISEc23_IS66_unknown	1	False
sorted	locus_f4e7b3f2	IS609_IS200/IS605_IS605	1	False
sorted	locus_4f6d093b	ISEc23_IS66_unknown	1	False
sorted	locus_fa10bc43	ISEc52_IS3_IS3	1	False
sorted	locus_ec20cecd	IS1F_IS1_unknown	1	False
sorted	locus_bf71fb4b	IS200C_IS200/IS605_IS200	1	False
sorted	locus_a6102bfb	ISEc12_IS21_unknown	1	False
sorted	locus_2c5a74d2	IS1203_IS3_IS51	1	False
sorted	locus_367ab0f7	IS1X2_IS1_unknown	1	False
sorted	locus_26e1a673	IS1397_IS3_IS150	1	False
sorted	locus_804a3b96	ISEc10_IS21_unknown	1	False
sorted	locus_346fe76b	ISKpn42_IS110_unknown	1	False
sorted	locus_896a26b1	ISEc52_IS3_IS3	1	False
sorted	locus_1e496069	ISEc24_IS3_IS51	1	False
sorted	locus_688356cd	IS4_IS4_IS4	1	False
sorted	locus_8037d0b1	ISCfr4_IS30_unknown	1	False
sorted	locus_e1da11fe	ISSen3_IS21_unknown	1	False
sorted	locus_05b592bf	MITEEc1_IS630_unknown	1	False
sorted	locus_b78b46fb	ISEc12_IS21_unknown	1	False
sorted	locus_68a76570	ISSen1_IS3_IS3	1	False
sorted	locus_e507b231	ISEc52_IS3_IS3	1	False
sorted	locus_7f55d4a1	IS621_IS110_unknown	1	False
sorted	locus_8697bbf5	IS200C_IS200/IS605_IS200	1	False
sorted	locus_9a734766	IS1D_IS1_unknown	1	False
sorted	locus_9f1aae36	IS1B_IS1_unknown	1	False
sorted	locus_aae313b1	ISEcp1_IS1380_unknown	1	False
sorted	locus_bd1d4afd	IS600_IS3_IS3	1	False
sorted	locus_4f957818	ISEc52_IS3_IS3	1	False
sorted	locus_756a9084	MITEEc1_IS630_unknown	1	False
sorted	locus_791cb9ca	ISEc38_ISL3_unknown	1	False
sorted	locus_f6fc3f77	ISEc23_IS66_unknown	1	False
sorted	locus_5cd1240d	IS2_IS3_IS2	1	False
sorted	locus_9263a1e2	ISEc52_IS3_IS3	1	False
sorted	locus_8e0f2b76	ISEc52_IS3_IS3	1	False
sorted	locus_e4c27423	ISEc47_IS66_unknown	1	False
sorted	locus_3d27e649	IS200C_IS200/IS605_IS200	1	False
sorted	locus_1d40ad41	ISEc1_ISAs1_unknown	1	False
sorted	locus_69eb44c5	ISEc8_IS66_unknown	1	False
sorted	locus_9bcfe67f	IS629_IS3_IS51	1	False
sorted	locus_f6e92b8f	IS1F_IS1_unknown	1	False
sorted	locus_79878dfa	ISEc13_IS4_IS50	1	False
sorted	locus_bc25d3ac	ISLad1_IS3_IS3	1	False
sorted	locus_19b26cc8	ISEc8_IS66_unknown	1	False
sorted	locus_fddbc2f0	IS682_IS66_unknown	1	False
sorted	locus_158ed7d0	ISEc49_IS66_unknown	1	False
sorted	locus_1954fe9c	ISEc23_IS66_unknown	1	False
sorted	locus_ed5c91cc	IS1B_IS1_unknown	1	False
sorted	locus_a7b7b6e6	IS1G_IS1_unknown	1	False
